date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:41:24	80094/80094	---M-Z	200	added ('OK')	text/css	etag:%22e89f3-138de-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/css/font-awesome5.min.css?ver=5.8.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/css/font-awesome5.min3e35.css	(from https://tradteleradiology.com/)
14:41:25	70815/70815	---M-Z	200	added ('OK')	text/css	etag:%22e89f2-1149f-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/css/material-design-iconic-font.min.css?ver=2.2.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/css/material-design-iconic-font.min3601.css	(from https://tradteleradiology.com/)
14:41:25	2056/2056	---M-Z	200	added ('OK')	text/css	etag:%22e89f4-808-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/css/flaticon.css?ver=1.0.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/css/flaticon8a54.css	(from https://tradteleradiology.com/)
14:41:25	16456/16456	---M-Z	200	added ('OK')	text/css	etag:%22e89e9-4048-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/css/themify-icons.css?ver=1.0.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/css/themify-icons8a54.css	(from https://tradteleradiology.com/)
14:41:25	6299/6299	---M-Z	200	added ('OK')	text/css	etag:%22e89ef-189b-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/css/et-line.css?ver=1.0.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/css/et-line8a54.css	(from https://tradteleradiology.com/)
14:41:26	6654/6654	---M-Z	200	added ('OK')	text/css	etag:%22e89f8-19fe-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/css/magnific-popup.css?ver=1.0.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/css/magnific-popup8a54.css	(from https://tradteleradiology.com/)
14:41:26	593882/593882	---MCZ	200	added ('OK')	text/css	etag:%22e89ec-90fda-615a8d9618580-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/css/theme.css?ver=6.8.1	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/css/theme0899.css	(from https://tradteleradiology.com/)
14:41:26	2754/2754	---M-Z	200	added ('OK')	text/css	etag:%22e89f5-ac2-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/css/menu.css?ver=6.8.1	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/css/menu0899.css	(from https://tradteleradiology.com/)
14:41:26	25/25	---M--	200	added ('OK')	text/css	etag:%22e8a3a-19-615766d662980%22	https://tradteleradiology.com/wp-content/themes/trad/style.css?ver=6.8.1	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/style0899.css	(from https://tradteleradiology.com/)
14:41:26	464826/464826	---M-Z	200	added ('OK')	text/css	etag:%22e9b5b-717ba-6155f5536e000-gzip%22	https://tradteleradiology.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.5	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/js_composer/assets/css/js_composer.mineba7.css	(from https://tradteleradiology.com/)
14:41:27	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%22e83a6-15601-603fed35e19c0-gzip%22	https://tradteleradiology.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://tradteleradiology.com/)
14:41:27	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%22e83f9-3509-5fdabee5f2100-gzip%22	https://tradteleradiology.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://tradteleradiology.com/)
14:41:27	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20May%202025%2009:11:26%20GMT	https://tradteleradiology.com/wp-json/wp/v2/pages/509	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-json/wp/v2/pages/509	(from https://tradteleradiology.com/)
14:41:28	840/840	---M-Z	200	added ('OK')	text/xml	date:Wed,%2014%20May%202025%2009:11:27%20GMT	https://tradteleradiology.com/xmlrpc.php?rsd	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/xmlrpc0db0.php	(from https://tradteleradiology.com/)
14:41:28	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20May%202025%2009:11:27%20GMT	https://tradteleradiology.com/wp-json/	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-json/index.html	(from https://tradteleradiology.com/)
14:41:28	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20May%202025%2009:11:27%20GMT	https://tradteleradiology.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftradteleradiology.com%2F	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-json/oembed/1.0/embedbcfe	(from https://tradteleradiology.com/)
14:41:28	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20May%202025%2009:11:27%20GMT	https://tradteleradiology.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftradteleradiology.com%2F&format=xml	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-json/oembed/1.0/embedc2e5	(from https://tradteleradiology.com/)
14:41:28	12925/12925	---M--	200	added ('OK')	image/png	etag:%22e8bd1-327d-615622b6ff600%22	https://tradteleradiology.com/wp-content/uploads/2024/04/fav.png	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/uploads/2024/04/fav.png	(from https://tradteleradiology.com/)
14:41:29	4922/4922	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20May%202025%2009:11:29%20GMT	http://localhost/wptest/wp-content/uploads/2019/10/bg-page-title.jpg	D:/html%20and%20css%20,%20bootstrap/trad/localhost/wptest/wp-content/uploads/2019/10/bg-page-title.17.delayed	(from https://tradteleradiology.com/)
14:41:29	87910/87910	---M--	200	added ('OK')	image/jpeg	etag:%22e8bef-15766-61561f97d1880%22	https://tradteleradiology.com/wp-content/uploads/2018/10/testi-bg-1.jpg?id=165	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/uploads/2018/10/testi-bg-11258.jpg	(from https://tradteleradiology.com/)
14:41:30	18454/18454	---M-Z	200	added ('OK')	text/css	etag:W/%224816-QhDBdD2BY5n3wLn4Nl+ruy6ZEAk%22	https://cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.css	D:/html%20and%20css%20,%20bootstrap/trad/cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.css	(from https://tradteleradiology.com/)
14:41:30	105354/105354	---M--	200	added ('OK')	image/png	etag:%22e8bab-19b8a-617dcc542d780%22	https://tradteleradiology.com/wp-content/uploads/2024/05/logo.png	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/uploads/2024/05/logo.png	(from https://tradteleradiology.com/)
14:41:31	68/68	---M--	200	added ('OK')	image/png	etag:%22e905a-44-6155f5405b300%22	http://tradteleradiology.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://tradteleradiology.com/)
14:41:31	1060374/1060374	---M--	200	added ('OK')	image/jpeg	etag:%22e8bc9-102e16-615a2f07ef000%22	https://tradteleradiology.com/wp-content/uploads/2024/04/aboutus02.jpg	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/uploads/2024/04/aboutus02.jpg	(from https://tradteleradiology.com/)
14:41:31	713126/713126	---M--	200	added ('OK')	image/jpeg	etag:%22e8bc8-ae1a6-615a2eff59bc0%22	https://tradteleradiology.com/wp-content/uploads/2024/04/aboutus01.jpg	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/uploads/2024/04/aboutus01.jpg	(from https://tradteleradiology.com/)
14:41:31	16177/16177	---M-Z	200	added ('OK')	text/css	etag:%22e99fe-3f31-6155f54f9d700-gzip%22	https://tradteleradiology.com/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min.css?ver=7.5	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.mineba7.css	(from https://tradteleradiology.com/)
14:41:32	58327/58327	---M-Z	200	added ('OK')	text/css	etag:%22e9580-e3d7-6155f5405b300-gzip%22	https://tradteleradiology.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.20	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/revslider/public/assets/css/rs6ec8f.css	(from https://tradteleradiology.com/)
14:41:32	655416/655416	---M--	200	added ('OK')	image/jpeg	etag:%22e8bb4-a0038-6157285973c00%22	https://tradteleradiology.com/wp-content/uploads/2024/04/banner03.jpg	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/uploads/2024/04/banner03.jpg	(from https://tradteleradiology.com/)
14:41:32	11513/11513	---M-Z	200	added ('OK')	text/javascript	etag:%22e8e9e-2cf9-617db9f3b3c40-gzip%22	https://tradteleradiology.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.9.4	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/contact-form-7/includes/swv/js/index9bd2.js	(from https://tradteleradiology.com/)
14:41:32	13054/13054	---M-Z	200	added ('OK')	text/javascript	etag:%22e8eab-32fe-617db9f3b3c40-gzip%22	https://tradteleradiology.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.9.4	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/contact-form-7/includes/js/index9bd2.js	(from https://tradteleradiology.com/)
14:41:32	316/316	---M-Z	200	added ('OK')	text/javascript	etag:%22e9730-13c-6155f525a7400-gzip%22	https://tradteleradiology.com/wp-content/plugins/ctcore/assets/js/ct-front.js?ver=all	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/ctcore/assets/js/ct-frontdc98.js	(from https://tradteleradiology.com/)
14:41:33	165339/165339	---MCZ	200	added ('OK')	text/javascript	etag:%22e957c-285db-6155f5405b300-gzip%22	https://tradteleradiology.com/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.6.20	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/revslider/public/assets/js/rbtools.minec8f.js	(from https://tradteleradiology.com/)
14:41:33	410361/410361	---MCZ	200	added ('OK')	text/javascript	etag:%22e9579-642f9-6155f5405b300-gzip%22	https://tradteleradiology.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.20	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/revslider/public/assets/js/rs6.minec8f.js	(from https://tradteleradiology.com/)
14:41:33	48944/48944	---M-Z	200	added ('OK')	text/javascript	etag:%22e89e1-bf30-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/js/bootstrap.min.js?ver=4.0.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/js/bootstrap.mincce7.js	(from https://tradteleradiology.com/)
14:41:33	11790/11790	---M-Z	200	added ('OK')	text/javascript	etag:%22e89db-2e0e-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/js/tilt.js?ver=all	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/js/tiltdc98.js	(from https://tradteleradiology.com/)
14:41:34	2942/2942	---M-Z	200	added ('OK')	text/javascript	etag:%22e89dd-b7e-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/js/nice-select.min.js?ver=all	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/js/nice-select.mindc98.js	(from https://tradteleradiology.com/)
14:41:34	17956/17956	---M-Z	200	added ('OK')	text/javascript	etag:%22e89e3-4624-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/js/enscroll.js?ver=all	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/js/enscrolldc98.js	(from https://tradteleradiology.com/)
14:41:34	3045/3045	---M-Z	200	added ('OK')	text/javascript	etag:%22e89cb-be5-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/js/match-height-min.js?ver=1.0.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/js/match-height-min8a54.js	(from https://tradteleradiology.com/)
14:41:34	6197/6197	---M-Z	200	added ('OK')	text/javascript	etag:%22e89cc-1835-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/js/sidebar-scroll-fixed.js?ver=1.0.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/js/sidebar-scroll-fixed8a54.js	(from https://tradteleradiology.com/)
14:41:35	20216/20216	---M-Z	200	added ('OK')	text/javascript	etag:%22e89e0-4ef8-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/js/magnific-popup.min.js?ver=1.0.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/js/magnific-popup.min8a54.js	(from https://tradteleradiology.com/)
14:41:35	29419/29419	---M-Z	200	added ('OK')	text/javascript	etag:%22e89da-72eb-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/js/main.js?ver=6.8.1	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/js/main0899.js	(from https://tradteleradiology.com/)
14:41:35	5896/5896	---M-Z	200	added ('OK')	text/javascript	etag:%22e9733-1708-6155f525a7400-gzip%22	https://tradteleradiology.com/wp-content/plugins/ctcore/assets/js/one-page.js?ver=all	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/ctcore/assets/js/one-pagedc98.js	(from https://tradteleradiology.com/)
14:41:35	20757/20757	---M-Z	200	added ('OK')	text/javascript	etag:%22e9b19-5115-6155f55185b80-gzip%22	https://tradteleradiology.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=7.5	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.mineba7.js	(from https://tradteleradiology.com/)
14:41:36	12834/12834	---M-Z	200	added ('OK')	text/javascript	etag:%22e9a00-3222-6155f54f9d700-gzip%22	https://tradteleradiology.com/wp-content/plugins/js_composer/assets/lib/bower/skrollr/dist/skrollr.min.js?ver=7.5	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/js_composer/assets/lib/bower/skrollr/dist/skrollr.mineba7.js	(from https://tradteleradiology.com/)
14:41:36	9237/9237	---M-Z	200	added ('OK')	text/javascript	etag:%22e996c-2415-6155f55185b80-gzip%22	https://tradteleradiology.com/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min.js?ver=7.5	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.mineba7.js	(from https://tradteleradiology.com/)
14:41:36	8051/8051	---M-Z	200	added ('OK')	text/javascript	etag:%22e972c-1f73-6155f525a7400-gzip%22	https://tradteleradiology.com/wp-content/plugins/ctcore/assets/js/waypoints.min.js?ver=6.8.1	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/ctcore/assets/js/waypoints.min0899.js	(from https://tradteleradiology.com/)
14:41:36	2903/2903	---M-Z	200	added ('OK')	text/javascript	etag:%22e89e2-b57-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/js/counter.min.js?ver=6.8.1	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/js/counter.min0899.js	(from https://tradteleradiology.com/)
14:41:36	901/901	---M-Z	200	added ('OK')	text/javascript	etag:%22e89d2-385-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/js/ct-counter.js?ver=6.8.1	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/js/ct-counter0899.js	(from https://tradteleradiology.com/)
14:41:37	42766/42766	---M-Z	200	added ('OK')	text/javascript	etag:%22e9732-a70e-6155f525a7400-gzip%22	https://tradteleradiology.com/wp-content/plugins/ctcore/assets/js/owl.carousel.min.js?ver=6.8.1	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/ctcore/assets/js/owl.carousel.min0899.js	(from https://tradteleradiology.com/)
14:41:37	4340/4340	---M-Z	200	added ('OK')	text/javascript	etag:%22e89d3-10f4-6155f4ea86880-gzip%22	https://tradteleradiology.com/wp-content/themes/trad/assets/js/ct-carousel.js?ver=6.8.1	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/js/ct-carousel0899.js	(from https://tradteleradiology.com/)
14:41:37	140562/140562	---M-Z	200	added ('OK')	application/javascript	etag:W/%2222512-6lnzeyMttt7iaUB4vyHhU6CbrN0%22	https://cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.js	D:/html%20and%20css%20,%20bootstrap/trad/cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.js	(from https://tradteleradiology.com/)
14:41:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2014%20May%202025%2009:11:37%20GMT	https://img1.wsimg.com/traffic-assets/js/tccl.min.js	D:/html%20and%20css%20,%20bootstrap/trad/img1.wsimg.com/traffic-assets/js/tccl.min.38.delayed	(from https://tradteleradiology.com/)
14:41:38	101838/101838	---M-Z	200	added ('OK')	text/javascript	etag:%225b50487d1e3a5d48374ecbd36be84a4c%22	https://img1.wsimg.com/signals/js/clients/scc-c2/scc-c2.min.js	D:/html%20and%20css%20,%20bootstrap/trad/img1.wsimg.com/signals/js/clients/scc-c2/scc-c2.min.js	(from https://tradteleradiology.com/)
14:41:38	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20May%202025%2009:11:37%20GMT	https://tradteleradiology.com/wp-content/plugins/ctcore/assets/css/owl.video.play.png	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/plugins/ctcore/assets/css/owl.video.play.png	(from https://tradteleradiology.com/wp-content/plugins/ctcore/assets/css/owl.carousel.min.css?ver=6.8.1)
14:41:39	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e897d-2876e-6155f4ec6ed00%22	https://tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome-webfont.eot?v=4.7.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome-webfont3e6e.eot	(from https://tradteleradiology.com/wp-content/themes/trad/assets/css/font-awesome.min.css?ver=4.7.0)
14:41:39	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e897d-2876e-6155f4ec6ed00%22	https://tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome-webfont.eot?	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome-webfontd41d.eot	(from https://tradteleradiology.com/wp-content/themes/trad/assets/css/font-awesome.min.css?ver=4.7.0)
14:41:39	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22e8982-12d68-6155f4ea86880%22	https://tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://tradteleradiology.com/wp-content/themes/trad/assets/css/font-awesome.min.css?ver=4.7.0)
14:41:39	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22e8983-17ee8-6155f4ea86880%22	https://tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome-webfont.woff?v=4.7.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome-webfont3e6e.woff	(from https://tradteleradiology.com/wp-content/themes/trad/assets/css/font-awesome.min.css?ver=4.7.0)
14:41:39	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22e898a-286ac-6155f4ea86880%22	https://tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://tradteleradiology.com/wp-content/themes/trad/assets/css/font-awesome.min.css?ver=4.7.0)
14:41:40	447050/447050	---M--	200	added ('OK')	image/svg+xml	etag:%22e8963-6d24a-6155f4ea86880%22	https://tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome-webfont.svg?v=4.7.0	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome-webfont3e6e.svg	(from https://tradteleradiology.com/wp-content/themes/trad/assets/css/font-awesome.min.css?ver=4.7.0)
14:41:40	129924/129924	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e8974-1fb84-6155f4ea86880%22	https://tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome/fa-brands-400.eot	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome/fa-brands-400.eot	(from https://tradteleradiology.com/wp-content/themes/trad/assets/css/font-awesome5.min.css?ver=5.8.0)
14:41:40	129924/129924	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e8974-1fb84-6155f4ea86880%22	https://tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome/fa-brands-400.eot?	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome/fa-brands-400d41d.eot	(from https://tradteleradiology.com/wp-content/themes/trad/assets/css/font-awesome5.min.css?ver=5.8.0)
14:41:40	74700/74700	---M--	200	added ('OK')	font/woff2	etag:%22e896d-123cc-6155f4ea86880%22	https://tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome/fa-brands-400.woff2	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome/fa-brands-400.woff2	(from https://tradteleradiology.com/wp-content/themes/trad/assets/css/font-awesome5.min.css?ver=5.8.0)
14:41:41	87688/87688	---M--	200	added ('OK')	font/woff	etag:%22e897b-15688-6155f4ea86880%22	https://tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome/fa-brands-400.woff	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome/fa-brands-400.woff	(from https://tradteleradiology.com/wp-content/themes/trad/assets/css/font-awesome5.min.css?ver=5.8.0)
14:41:41	129620/129620	---M--	200	added ('OK')	font/ttf	etag:%22e8968-1fa54-6155f4ea86880%22	https://tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome/fa-brands-400.ttf	D:/html%20and%20css%20,%20bootstrap/trad/tradteleradiology.com/wp-content/themes/trad/assets/fonts/fontawesome/fa-brands-400.ttf	(from https://tradteleradiology.com/wp-content/themes/trad/assets/css/font-awesome5.min.css?ver=5.8.0)
